"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.status_id","Input.content","Answer.sentiment","Approve","Reject"
"301KG0KX9CFC0MHLW3ECT80VTS3H2D","3WROYBU7BMMRCGD41SQ9YGNC31GDCO","Preseidential Election Sentiment Analysis","Analyze the sentiment of the provided Facebook post about the 2016 presidential election","sentiment election Donald Trump Hilary Clinton vote","$0.02","Wed Nov 23 21:44:16 PST 2016","3","BatchId:2606965;","172800","259200","Fri Nov 25 21:44:16 PST 2016","","","3C8HJ7UOP8OQKVJ22985W8DJ39NMZB","A2N8SNKVU4M1MB","Approved","Wed Nov 23 22:09:47 PST 2016","Wed Nov 23 22:09:50 PST 2016","Sat Nov 26 22:09:50 PST 2016","2016-11-27 06:10:22 UTC","","","3","100% (143/143)","100% (143/143)","100% (143/143)","13652355666_10154036300320667","Thousands of demonstrators filled the streets in several cities across the country for a second night on Thursday in protests against Donald J. Trump.","Positive"
"301KG0KX9CFC0MHLW3ECT80VTS3H2D","3WROYBU7BMMRCGD41SQ9YGNC31GDCO","Preseidential Election Sentiment Analysis","Analyze the sentiment of the provided Facebook post about the 2016 presidential election","sentiment election Donald Trump Hilary Clinton vote","$0.02","Wed Nov 23 21:44:16 PST 2016","3","BatchId:2606965;","172800","259200","Fri Nov 25 21:44:16 PST 2016","","","3FDJT1UU752XNTZAA9O9SREKD5I5KG","A2VFN2WZ2A14IN","Approved","Wed Nov 23 21:57:12 PST 2016","Wed Nov 23 21:57:15 PST 2016","Sat Nov 26 21:57:15 PST 2016","2016-11-27 05:57:23 UTC","","","3","100% (349/349)","100% (349/349)","100% (349/349)","13652355666_10154036300320667","Thousands of demonstrators filled the streets in several cities across the country for a second night on Thursday in protests against Donald J. Trump.","Positive"
"301KG0KX9CFC0MHLW3ECT80VTS3H2D","3WROYBU7BMMRCGD41SQ9YGNC31GDCO","Preseidential Election Sentiment Analysis","Analyze the sentiment of the provided Facebook post about the 2016 presidential election","sentiment election Donald Trump Hilary Clinton vote","$0.02","Wed Nov 23 21:44:16 PST 2016","3","BatchId:2606965;","172800","259200","Fri Nov 25 21:44:16 PST 2016","","","3Z9WI9EOZ0I93MJ5BBPIHOHAIEAKHD","A3GNQDFPZALU92","Approved","Wed Nov 23 22:04:31 PST 2016","Wed Nov 23 22:04:38 PST 2016","Sat Nov 26 22:04:38 PST 2016","2016-11-27 06:05:21 UTC","","","7","100% (132/132)","100% (132/132)","100% (132/132)","13652355666_10154036300320667","Thousands of demonstrators filled the streets in several cities across the country for a second night on Thursday in protests against Donald J. Trump.","Neutral"
"301KG0KX9CFC0MHLW3ECT80VTS42HZ","3WROYBU7BMMRCGD41SQ9YGNC31GDCO","Preseidential Election Sentiment Analysis","Analyze the sentiment of the provided Facebook post about the 2016 presidential election","sentiment election Donald Trump Hilary Clinton vote","$0.02","Wed Nov 23 21:44:36 PST 2016","3","BatchId:2606965;","172800","259200","Fri Nov 25 21:44:36 PST 2016","","","31N2WW6R9SKJTSKSVF9JXHOVRDB3FN","A1QBF6HGY4SF6U","Approved","Wed Nov 23 22:01:07 PST 2016","Wed Nov 23 22:01:58 PST 2016","Sat Nov 26 22:01:58 PST 2016","2016-11-27 06:02:21 UTC","","","51","100% (147/147)","100% (147/147)","100% (147/147)","131459315949_10154056577745950","From Barack Obama's 2003 Senate campaign to Hillary Clinton's 2016 campaign, see how Michelle Obama has evolved on the campaign trail.","Positive"
"301KG0KX9CFC0MHLW3ECT80VTS42HZ","3WROYBU7BMMRCGD41SQ9YGNC31GDCO","Preseidential Election Sentiment Analysis","Analyze the sentiment of the provided Facebook post about the 2016 presidential election","sentiment election Donald Trump Hilary Clinton vote","$0.02","Wed Nov 23 21:44:36 PST 2016","3","BatchId:2606965;","172800","259200","Fri Nov 25 21:44:36 PST 2016","","","3HWRJOOET6WV7V5BQJQEN7B77SWES9","A2FY943XQ73SFP","Approved","Wed Nov 23 22:08:11 PST 2016","Wed Nov 23 22:08:14 PST 2016","Sat Nov 26 22:08:14 PST 2016","2016-11-27 06:08:22 UTC","","","3","100% (99/99)","100% (99/99)","100% (99/99)","131459315949_10154056577745950","From Barack Obama's 2003 Senate campaign to Hillary Clinton's 2016 campaign, see how Michelle Obama has evolved on the campaign trail.","Neutral"
"301KG0KX9CFC0MHLW3ECT80VTS42HZ","3WROYBU7BMMRCGD41SQ9YGNC31GDCO","Preseidential Election Sentiment Analysis","Analyze the sentiment of the provided Facebook post about the 2016 presidential election","sentiment election Donald Trump Hilary Clinton vote","$0.02","Wed Nov 23 21:44:36 PST 2016","3","BatchId:2606965;","172800","259200","Fri Nov 25 21:44:36 PST 2016","","","3U0SRXB7CEZN0MIB4TTSNK0KZIERNN","A2VFN2WZ2A14IN","Approved","Wed Nov 23 22:12:11 PST 2016","Wed Nov 23 22:12:14 PST 2016","Sat Nov 26 22:12:14 PST 2016","2016-11-27 06:12:22 UTC","","","3","100% (349/349)","100% (349/349)","100% (349/349)","131459315949_10154056577745950","From Barack Obama's 2003 Senate campaign to Hillary Clinton's 2016 campaign, see how Michelle Obama has evolved on the campaign trail.","Positive"
"302OLP89DZ1AOH19NQTQOZMDSOQAC4","3WROYBU7BMMRCGD41SQ9YGNC31GDCO","Preseidential Election Sentiment Analysis","Analyze the sentiment of the provided Facebook post about the 2016 presidential election","sentiment election Donald Trump Hilary Clinton vote","$0.02","Wed Nov 23 21:44:29 PST 2016","3","BatchId:2606965;","172800","259200","Fri Nov 25 21:44:29 PST 2016","","","3NVC2EB65RTPTJ1N0517M2VBXO13YK","A3GNQDFPZALU92","Approved","Wed Nov 23 22:02:16 PST 2016","Wed Nov 23 22:02:25 PST 2016","Sat Nov 26 22:02:25 PST 2016","2016-11-27 06:03:21 UTC","","","9","100% (132/132)","100% (132/132)","100% (132/132)","13652355666_10153301259040667","Slovenian-Americans in Cleveland talked about the possibility of Melania Trump, a native of what is now Slovenia, becoming first lady.","Neutral"
"302OLP89DZ1AOH19NQTQOZMDSOQAC4","3WROYBU7BMMRCGD41SQ9YGNC31GDCO","Preseidential Election Sentiment Analysis","Analyze the sentiment of the provided Facebook post about the 2016 presidential election","sentiment election Donald Trump Hilary Clinton vote","$0.02","Wed Nov 23 21:44:29 PST 2016","3","BatchId:2606965;","172800","259200","Fri Nov 25 21:44:29 PST 2016","","","3VSOLARPKC3ASITFST9RNL2KOFH932","A2VFN2WZ2A14IN","Approved","Wed Nov 23 22:07:52 PST 2016","Wed Nov 23 22:07:55 PST 2016","Sat Nov 26 22:07:55 PST 2016","2016-11-27 06:08:22 UTC","","","3","100% (349/349)","100% (349/349)","100% (349/349)","13652355666_10153301259040667","Slovenian-Americans in Cleveland talked about the possibility of Melania Trump, a native of what is now Slovenia, becoming first lady.","Negative"
"302OLP89DZ1AOH19NQTQOZMDSOQAC4","3WROYBU7BMMRCGD41SQ9YGNC31GDCO","Preseidential Election Sentiment Analysis","Analyze the sentiment of the provided Facebook post about the 2016 presidential election","sentiment election Donald Trump Hilary Clinton vote","$0.02","Wed Nov 23 21:44:29 PST 2016","3","BatchId:2606965;","172800","259200","Fri Nov 25 21:44:29 PST 2016","","","3YJ6NA41JCA65JBBC3XBPIJOPGJJPH","A3VE5OH94HYHET","Approved","Wed Nov 23 22:00:28 PST 2016","Wed Nov 23 22:23:18 PST 2016","Sat Nov 26 22:23:18 PST 2016","2016-11-27 06:23:21 UTC","","","1370","100% (47/47)","100% (47/47)","100% (47/47)","13652355666_10153301259040667","Slovenian-Americans in Cleveland talked about the possibility of Melania Trump, a native of what is now Slovenia, becoming first lady.","Neutral"
"302OLP89DZ1AOH19NQTQOZMDSOQCA6","3WROYBU7BMMRCGD41SQ9YGNC31GDCO","Preseidential Election Sentiment Analysis","Analyze the sentiment of the provided Facebook post about the 2016 presidential election","sentiment election Donald Trump Hilary Clinton vote","$0.02","Wed Nov 23 21:44:17 PST 2016","3","BatchId:2606965;","172800","259200","Fri Nov 25 21:44:17 PST 2016","","","35GCEFQ6I6IPY9BSWR3Q094D3I2Z34","A3HW4QDJB63OQ2","Approved","Wed Nov 23 21:46:00 PST 2016","Wed Nov 23 21:47:08 PST 2016","Sat Nov 26 21:47:08 PST 2016","2016-11-27 05:47:22 UTC","","","68","100% (79/79)","100% (79/79)","100% (79/79)","13652355666_10153686251055667","""We support Donald Trump’s candidacy to be our next commander in chief,"" the generals and admirals wrote.","Positive"
"302OLP89DZ1AOH19NQTQOZMDSOQCA6","3WROYBU7BMMRCGD41SQ9YGNC31GDCO","Preseidential Election Sentiment Analysis","Analyze the sentiment of the provided Facebook post about the 2016 presidential election","sentiment election Donald Trump Hilary Clinton vote","$0.02","Wed Nov 23 21:44:17 PST 2016","3","BatchId:2606965;","172800","259200","Fri Nov 25 21:44:17 PST 2016","","","3MX2NQ3YCAO37TYH9S3YILMM9EVX5V","A3EBUBRYCKB6AF","Approved","Wed Nov 23 21:45:40 PST 2016","Wed Nov 23 21:45:53 PST 2016","Sat Nov 26 21:45:53 PST 2016","2016-11-27 05:46:21 UTC","","","13","100% (11/11)","100% (11/11)","100% (11/11)","13652355666_10153686251055667","""We support Donald Trump’s candidacy to be our next commander in chief,"" the generals and admirals wrote.","Positive"
"302OLP89DZ1AOH19NQTQOZMDSOQCA6","3WROYBU7BMMRCGD41SQ9YGNC31GDCO","Preseidential Election Sentiment Analysis","Analyze the sentiment of the provided Facebook post about the 2016 presidential election","sentiment election Donald Trump Hilary Clinton vote","$0.02","Wed Nov 23 21:44:17 PST 2016","3","BatchId:2606965;","172800","259200","Fri Nov 25 21:44:17 PST 2016","","","3OHYZ19UGDZDJQW63X7J7JBFPOTAOB","A13V13Y2DJGFT4","Approved","Wed Nov 23 21:56:39 PST 2016","Wed Nov 23 21:56:42 PST 2016","Sat Nov 26 21:56:42 PST 2016","2016-11-27 05:57:21 UTC","","","3","100% (104/104)","100% (104/104)","100% (104/104)","13652355666_10153686251055667","""We support Donald Trump’s candidacy to be our next commander in chief,"" the generals and admirals wrote.","Negative"
"302U8RURJZVD791YNBT00XU2C25NV0","3WROYBU7BMMRCGD41SQ9YGNC31GDCO","Preseidential Election Sentiment Analysis","Analyze the sentiment of the provided Facebook post about the 2016 presidential election","sentiment election Donald Trump Hilary Clinton vote","$0.02","Wed Nov 23 21:44:37 PST 2016","3","BatchId:2606965;","172800","259200","Fri Nov 25 21:44:37 PST 2016","","","3D4CH1LGEBNBMU53N8GB6FRTSKNG9I","A3QZMGTVA4VO44","Approved","Wed Nov 23 22:15:23 PST 2016","Wed Nov 23 22:15:27 PST 2016","Sat Nov 26 22:15:27 PST 2016","2016-11-27 06:16:21 UTC","","","4","100% (164/164)","100% (164/164)","100% (164/164)","5281959998_10150935056789999","""Hillary Clinton owned her feminism. She sounded like the first woman running for president, defending other women — our autonomy and our control of our own bodies,"" Emily Bazelon writes in The New York Times Opinion Section.","Positive"
"302U8RURJZVD791YNBT00XU2C25NV0","3WROYBU7BMMRCGD41SQ9YGNC31GDCO","Preseidential Election Sentiment Analysis","Analyze the sentiment of the provided Facebook post about the 2016 presidential election","sentiment election Donald Trump Hilary Clinton vote","$0.02","Wed Nov 23 21:44:37 PST 2016","3","BatchId:2606965;","172800","259200","Fri Nov 25 21:44:37 PST 2016","","","3IUZPWIU1P1R0CEU6ABIIRRXX2PKWF","A2W2ZEI7WUASOW","Approved","Wed Nov 23 22:15:37 PST 2016","Wed Nov 23 22:15:46 PST 2016","Sat Nov 26 22:15:46 PST 2016","2016-11-27 06:16:21 UTC","","","9","100% (74/74)","100% (74/74)","100% (74/74)","5281959998_10150935056789999","""Hillary Clinton owned her feminism. She sounded like the first woman running for president, defending other women — our autonomy and our control of our own bodies,"" Emily Bazelon writes in The New York Times Opinion Section.","Positive"
"302U8RURJZVD791YNBT00XU2C25NV0","3WROYBU7BMMRCGD41SQ9YGNC31GDCO","Preseidential Election Sentiment Analysis","Analyze the sentiment of the provided Facebook post about the 2016 presidential election","sentiment election Donald Trump Hilary Clinton vote","$0.02","Wed Nov 23 21:44:37 PST 2016","3","BatchId:2606965;","172800","259200","Fri Nov 25 21:44:37 PST 2016","","","3QILPRALQ6PHIH3F5KNSW35F9QRN88","A22JTMBADARX55","Approved","Wed Nov 23 22:15:37 PST 2016","Wed Nov 23 22:15:41 PST 2016","Sat Nov 26 22:15:41 PST 2016","2016-11-27 06:16:21 UTC","","","4","100% (64/64)","100% (64/64)","100% (64/64)","5281959998_10150935056789999","""Hillary Clinton owned her feminism. She sounded like the first woman running for president, defending other women — our autonomy and our control of our own bodies,"" Emily Bazelon writes in The New York Times Opinion Section.","Positive"
"304QEQWKZPEFWT0ULT5OUT4H8GXO0O","3WROYBU7BMMRCGD41SQ9YGNC31GDCO","Preseidential Election Sentiment Analysis","Analyze the sentiment of the provided Facebook post about the 2016 presidential election","sentiment election Donald Trump Hilary Clinton vote","$0.02","Wed Nov 23 21:44:39 PST 2016","3","BatchId:2606965;","172800","259200","Fri Nov 25 21:44:39 PST 2016","","","3BWI6RSP7H39OXLJ2GS3SGFBKEJE7M","A3TKUXUTDX6FBF","Approved","Wed Nov 23 22:10:42 PST 2016","Wed Nov 23 22:10:49 PST 2016","Sat Nov 26 22:10:49 PST 2016","2016-11-27 06:11:21 UTC","","","7","100% (85/85)","100% (85/85)","100% (85/85)","131459315949_10152758428025950","Conservatives have criticized Donald J. Trump for expressing liberal views on health care, abortion and taxing the rich. On Friday, he offered rivals another reason why he might not really be one of them by suggesting that former President George W. Bush had failed to stop the 9/11 attacks.","Negative"
"304QEQWKZPEFWT0ULT5OUT4H8GXO0O","3WROYBU7BMMRCGD41SQ9YGNC31GDCO","Preseidential Election Sentiment Analysis","Analyze the sentiment of the provided Facebook post about the 2016 presidential election","sentiment election Donald Trump Hilary Clinton vote","$0.02","Wed Nov 23 21:44:39 PST 2016","3","BatchId:2606965;","172800","259200","Fri Nov 25 21:44:39 PST 2016","","","3CFJTT4SXUKL42N5YZIUDVD3C7RI70","A3QZMGTVA4VO44","Approved","Wed Nov 23 22:15:11 PST 2016","Wed Nov 23 22:15:15 PST 2016","Sat Nov 26 22:15:15 PST 2016","2016-11-27 06:15:23 UTC","","","4","100% (164/164)","100% (164/164)","100% (164/164)","131459315949_10152758428025950","Conservatives have criticized Donald J. Trump for expressing liberal views on health care, abortion and taxing the rich. On Friday, he offered rivals another reason why he might not really be one of them by suggesting that former President George W. Bush had failed to stop the 9/11 attacks.","Negative"
