Trump,2976
Donald,2582
J,2433
Clinton,1916
Hillary,1662
http,1105
say,1062
I,888
bite,839
ly,837
The,491
go,447
News,430
Fox,427
think,372
President,369
people,327
campaign,318
get,296
email,295
fxn,285
fxn,285
president,266
presidential,254
Obama,250
Republican,247
make,245
would,240
want,226
rally,222
win,221
call,216
We,213
We,213
country,212
speak,209
speak,209
Do,208
one,201
one,201
Cruz,199
election,195
Bill,191
agree,186
Ted,181
America,177
night,176
Hannity,174
Hannity,174
FBI,168
vote,167
vote,167
On,165
On,165
talk,163
Democratic,161
nominee,160
state,159
state,159
Friends,157
know,156
know,156
It,155
tonight,154
tonight,154
American,151
support,148
speech,147
run,146
run,146
Watch,145
show,138
candidate,137
ET,134
hold,130
hold,130
slam,127
debate,126
attack,125
back,124
back,124
last,122
last,122
last,122
use,121
Live,120
Live,120
U,119
U,119
former,117
former,117
former,117
former,117
former,117
They,116
They,116
If,115
release,114
release,114
release,114
right,113
right,113
You,112
new,111
new,111
Weekend,110
Weekend,110
Sean,109
Sean,109
today,108
respond,107
respond,107
Today,106
A,105
A,105
Gingrich,104
Gingrich,104
see,102
see,102
Dr,101
private,100
private,100
private,100
Americans,97
York,96
States,95
poll,94
project,93
Rubio,92
Rubio,92
great,91
great,91
great,91
Marco,90
Marco,90
address,89
address,89
House,88
Reilly,87
Reilly,87
Reilly,87
even,86
even,86
even,86
plan,85
plan,85
Pence,84
Pence,84
leave,83
leave,83
leave,83
could,82
could,82
Jeanine,81
Jeanine,81
investigation,79
investigation,79
investigation,79
2016,78
2016,78
2016,78
Huckabee,77
Huckabee,77
John,76
ago,75
ago,75
ago,75
claim,74
never,73
never,73
never,73
us,72
us,72
us,72
explain,71
Paul,70
Paul,70
years,68
years,68
years,68
years,68
Now,67
Now,67
work,66
work,66
work,66
really,65
really,65
Sen,64
Sen,64
Sen,64
Sen,64
Sen,64
Rudy,63
Rudy,63
Rudy,63
Rudy,63
Rudy,63
Barack,62
Barack,62
Barack,62
much,61
much,61
much,61
much,61
change,60
change,60
Fiorina,59
Fiorina,59
Fiorina,59
try,58
try,58
try,58
try,58
try,58
try,58
try,58
ISIS,57
ISIS,57
ISIS,57
ISIS,57
ISIS,57
Foundation,56
